audio_only_1,audio_only_2,audio_only_3,audio_only_4,audio_only_5,audio_only_6,audio_only_7,audio_only_8,audio_only_9,audio_only_10,audio_only_11,audio_only_12,audio_only_13,audio_only_14,audio_only_15,audio_only_16,audio_only_17,audio_only_18,audio_only_19,audio_only_20,audio_only_21,audio_only_22,audio_only_23,audio_only_24,audio_only_25,audio_only_26,audio_only_27,audio_only_28,audio_only_29,audio_only_30,audio_only_31,audio_only_32,label
-0.009528309096112082,-0.0073989334157996585,0.004363612419813794,-0.007702656308966379,-0.00902905348912722,0.0007337370869700093,0.0028727288754893457,-0.013650986198907325,-0.0004081220984077094,-0.003246968296238474,0.007977347377792387,-0.00912745954660802,-0.005836209108834232,-0.018512094543726515,0.0027487338860817806,0.018496281625700925,-0.007310179876995872,-0.010421249717076253,0.02332702262235911,-0.008474036406053334,-0.02133447420697017,-0.014204844181072838,0.0005644641122942717,-0.03130359213690359,0.006149895682580374,-0.00017288159636060126,-0.0034367152639429507,-0.0071168054744072395,0.015365894541199104,-0.005326714136508193,-0.011043257910488435,-0.021065449731174732,blues
0.005903350384924212,-0.0007743835453685871,-0.014432594116735226,-0.0013865467297789827,0.011929826512690797,-0.017905845310250648,-0.016827040964724614,0.018821138472669925,0.008422210452717786,-0.00536325091178657,-0.014364232722969347,0.00608056137872072,0.0014980624988846364,-0.00646190326232951,0.003244735711675377,0.0035769756770268335,0.01668175572592557,-0.02908135868430846,-0.01688262742554858,0.004169256012971537,0.01754498843498728,0.01031652230553531,0.009238595150969961,-0.012228715756639856,-0.0008598531275616052,0.0030930094505474837,-0.014854500041359346,-0.0042489740122991435,0.01641157323930706,0.007867620305192766,-0.008635523460750735,0.002558165453869679,blues
0.010431191273073008,0.0110717289214463,-0.015683078104993066,-0.0034552955006804595,-0.030594940036447388,0.00803125262933168,-0.0017636253460542456,0.009358826390436751,-0.011904462070873478,0.05143356714990168,0.0014127552138141278,0.01606347222594915,-0.020052495089720967,-0.023839208052087113,0.04948338189205801,-0.0338758125206092,0.0009209815193465185,-0.013223320352357085,0.014367135659059532,0.008822939956397297,0.009162938601660078,0.022668290931951152,0.02918482982691624,0.025042710866625725,-0.006636368276119738,0.04213096001922324,-0.02391945819688182,-0.02840176876269749,0.007884338865155119,-0.026681649418011787,-0.03235058230998622,-0.0076204038497737075,blues
-0.020132905548062085,-0.01749066812257774,-0.011235412992308257,-0.013323055849793462,0.008427888159932131,-0.01191080952931531,0.0017645654584231493,-0.008789651405573595,0.014918492936319604,-0.012863814167383518,-0.0220245508821568,-0.010648604358595125,-0.010617749609964741,-0.011361707517322003,-0.003255626757843029,0.019859325091269267,0.009994324310712684,-0.01824277746155613,0.039625476097391005,-8.457028937149114e-05,-0.011535131448096023,0.003721366304174429,-0.0024886421873479628,-0.023715000633402164,0.009205629044464668,-0.001674202590509751,-0.0065294828511648015,0.00030961310831402467,0.012219319163768172,0.010348140187223617,-0.025748546949068155,-0.026359157550762152,blues
-0.022211186914640246,0.02528167289003088,0.0052599430175687585,0.0015513578698904407,-0.0016119594034576662,-0.004258816567615932,-0.013653240872661503,0.043058123033111524,0.013325415004164655,0.004329998304763452,0.010247207485555052,0.0030695472825950365,0.003244983900586869,-0.009580654559262852,-0.0034928560202962255,-0.012538010178860998,0.008054994074123308,-0.03043288590369385,0.002720865939830508,-0.008222940362362458,0.007756315689074464,-0.00031310893796165223,0.0031010749544616995,-0.004374461548819555,0.0038529788212850634,0.009219527766655864,-0.01017725105976789,-0.01843234833652277,0.028902051336704176,-0.0027799641470629133,-0.015741715276231125,0.03207195124690686,blues
0.020665635718724498,-0.011262831174570366,0.008678197725005155,0.00488432453066287,0.03290168685743461,-0.012875378989720241,-0.01882017274558844,0.0058470323724682605,-0.01498060894723044,0.01669522246813465,0.0006935815047464239,0.025186901700181626,-0.004850301708331072,0.006290703625163319,0.0063881722469056115,0.0009339861651228576,0.013748429647151304,0.0008324062302984825,-0.04187746522332958,0.03024483194156674,0.014980573459000862,0.005945967015568789,-5.0158917355623556e-05,0.013944898499715946,0.004079553581512212,-0.009366874040065056,0.002069362737768962,-0.001499513660135121,-0.017449424713210232,-0.011507874554407419,0.011967561728366632,0.005509494482149865,blues
0.00370194066529015,0.00012414573152537065,-0.01549201900521386,-0.00032761400037314287,0.006294884756897129,-0.017891267725032654,-0.013495668788620727,0.01624164666400745,0.011502947643222135,-0.007506270478730516,-0.013649634902739488,0.0026561052225850326,-0.0015105835452263253,-0.014239673118280616,0.004018076451585147,0.00794639478444216,0.013018876643880746,-0.03275016567594982,-0.008491616819260334,-8.798739130608246e-05,0.009643310065291982,0.007421924709185342,0.01079974971046296,-0.01433808677502893,0.00031839609632869966,0.002073198563828208,-0.016501313763435874,-0.008795496565492923,0.020023752162940098,0.005863688510494073,-0.014380435525104415,-0.0015497009856339367,blues
0.00810461840292833,-0.0023787374575885145,-0.012920391703226713,-0.0036381566875741123,0.022781481242056922,-0.02411199971829047,-0.02475448114585887,0.01787663035794283,0.0014240316394875802,-0.0034758422035394143,-0.009251411696029114,0.01155924324104942,0.004797832607353253,0.0028425494520585293,-0.004576242086717371,-0.0026102536217363775,0.022257638461944416,-0.022713007115411396,-0.032914904962999814,0.019404746516735072,0.02738850923628139,0.011677722809618662,0.008182084421257174,-0.007015368169988073,0.0017490402011449777,0.005843802503857968,-0.007685904355438859,9.684758423071649e-05,0.005629825486790474,0.009366548033553496,0.004208072400629204,0.017664859358435467,blues
0.002884855002514994,-0.010787977031931573,-0.00891462046755228,0.011912751488160688,0.014513253969628381,-0.002294664741413566,-0.004955507163569746,-0.015547697707380449,-0.004543037950604054,0.0014753730811820423,-0.009524392875846097,0.019449771647571522,0.005217671952468549,0.015072971963665,0.009907608631924691,-0.006799252397667599,-0.013045659283376004,-0.0026740284062415354,-0.029095796691522763,0.015969482619790115,0.02558325361155997,-0.00578402963790299,0.007915464960597918,-0.0196529533222157,0.004566471289823242,-0.0007629546143405799,-0.001498486560297635,-0.009544363883876437,0.017192274080294598,0.0013482457035392872,-0.008006423860749054,0.0036350565257617373,blues
0.00774632517752729,-0.006372805257506518,-0.022321955564301544,-0.028418477205223388,-0.01975718298972738,0.050018100259133606,-0.01086155207767666,-0.023010027116036655,-0.0076055039918443285,0.03263021107816009,0.028127084541093212,-0.0036953319263349146,0.04468783402624169,-0.02165694299765787,0.018366065308837283,0.0038629664855501233,0.038255137030127444,0.026861101324766753,0.01845256032598061,-0.029650846260765834,0.03597151112164246,-0.030491358635435797,-0.005333621808059762,0.010695384567885893,0.013543182080348208,0.014322539239804121,0.0030217127421773224,0.035553643654666484,-0.016250640699500468,0.00371461954519502,0.054067084707993096,-0.011332512806862358,blues
