lyrics_only_1,lyrics_only_2,lyrics_only_3,lyrics_only_4,lyrics_only_5,lyrics_only_6,lyrics_only_7,lyrics_only_8,lyrics_only_9,lyrics_only_10,lyrics_only_11,lyrics_only_12,lyrics_only_13,lyrics_only_14,lyrics_only_15,lyrics_only_16,lyrics_only_17,lyrics_only_18,lyrics_only_19,lyrics_only_20,lyrics_only_21,lyrics_only_22,lyrics_only_23,lyrics_only_24,lyrics_only_25,lyrics_only_26,lyrics_only_27,lyrics_only_28,lyrics_only_29,lyrics_only_30,lyrics_only_31,lyrics_only_32,label
-0.004540071011338964,0.00957639625906011,0.040601262715588324,0.04746874611581631,0.007933865431071274,-0.07754358510899607,-0.033107759895832804,0.10594611877092536,-0.037987411008361706,0.06446307633231335,0.03401247086423836,0.09610122753169552,0.047370560216313806,0.03590856660179072,-0.1046594495121676,0.12413574758273366,0.05913540521521704,-0.011963294962492224,-0.059050728208322814,0.028377147244745833,-0.07671307404027576,-0.0963562100231726,0.038766114668882266,0.06355889294532827,-0.03674054275879125,0.08819817615794523,0.02446816766896648,0.0367247613692621,0.029960014771099205,0.07754827430605361,-0.050478761963234225,0.00760622286028477,blues
-0.046629556013319376,0.012440013257597745,-0.01406076253472155,-0.05731723663659412,-0.03229466387375505,0.11472103135818652,-0.06541872964203937,-0.0020285963134013367,0.03471527462528548,0.040430758288059546,0.017813238891807602,-0.05362713472262948,-0.03470249463900066,0.029552796983001214,0.052037904344609635,-0.09107859119829173,0.11766741106719486,-0.03150714725689614,-0.021615709387356227,0.038863108142197615,0.07489076015657856,0.044651780616585236,0.041167713978931986,0.0603424057068408,0.07969923463693152,-0.051669884406290875,0.022365918876679446,0.06785060503736849,0.047607062069568704,-0.11739931359241362,0.07455296697396413,-0.01523064267622154,blues
-0.0073177982288428756,0.019186633111439297,0.04916194842287691,-0.0014018155681545345,-0.0094318370621518,-0.0476441706357648,-0.01497527997195771,-0.00019340754283134025,0.00433261558621105,-0.018256097031237088,-0.05703844050457309,0.017937800671861667,-0.08495027505513744,-0.07983021331289476,-0.029609633201438026,0.04573052139526264,0.045003755387587364,-0.011937663216357178,-0.006370528928843697,0.06254298215081774,-0.04672991918361099,0.04013271252305193,0.10578748915534589,-0.012023080089265371,-0.043562008173100755,0.06902802830028248,0.06829286074027208,-0.02920870668831818,-0.09574780160283852,-0.04055518210802744,-0.10405247637499097,-0.010964720175759834,blues
-0.006371283838841335,-0.023229302970646428,-0.009432639629524439,0.031178218993712762,0.016451193759800652,0.05118644027749718,0.004453913584078813,0.03587978371229032,-0.06468703472250975,-0.011522550609704136,-0.037652017408936526,0.05978708414827015,0.03028882395994023,0.013857849136312689,-0.04805812564406213,-0.039770018667865725,-0.0016934298564159067,0.030977745502695202,0.0326709321789654,0.04216088447476591,-0.07385886133076575,0.05701697522649001,0.0007015329146611293,0.01563138773172367,-0.025137392603431712,0.023373430070797882,0.0030915666062054994,0.0029395317321169595,0.01721529012998972,0.07309708669436617,-0.022060741199637746,0.06410398971134465,blues
-0.052111335155126434,0.020312139216174547,-0.0899939846892421,-0.038761604939386046,-0.03719224232197473,0.09316680930586516,0.020106780884288165,-0.08627517774690421,-0.0008758531947988327,-0.050332465306444724,-0.00819456531344779,0.002621342658735218,0.07539396672055937,0.04329436756669568,0.0788305601282756,-0.07140201886002634,0.02134632798974087,0.02509358420886473,0.0329035518671523,0.09326971857116143,0.0729739696104476,0.0742918688045851,-0.06275113855193633,-0.027497929889107403,0.03939623945248739,-0.040124250157692096,0.009740797076931002,0.05554097148890015,0.061580291021046965,-0.07981431141072118,0.012650781807458211,0.05626035708598402,blues
-0.10143126127733354,0.0486476044974088,0.0070810773072915376,-0.06967903652185041,-0.022895193443069683,0.04127207440143024,-0.017203969638094646,-0.04013182935903341,0.002328060973598993,-0.045457452432964465,-0.007477689548099159,0.026204598483984626,-0.07038946655298686,-0.03965271647290804,0.03854563329476677,0.03766646364122732,-0.009837394267100459,0.009261100189601173,0.01244056517396884,0.06036404166858516,0.01891508937728032,0.008294733301046173,-0.020784559971429348,-0.024664792806733376,-0.051925785828153784,0.04286893022833891,-0.009468506057835176,-0.03112679059105515,-0.02778016168870233,0.020668179143139773,-0.04233228575813956,0.05663860062216562,blues
0.02237872244965497,-0.019837586250179347,0.021890728871420108,0.040944270365206745,0.012787945434707931,-0.006616033895653723,0.026654913698888453,0.02940772819011183,0.03089056230862111,-0.005653588688139461,-0.029034993398808034,-0.0027277672213408544,0.027008541997305638,0.031101446988109557,-0.014325748531926991,-0.011395713448710681,-0.018450032375148383,0.01788097758882774,-0.029282919562419588,0.008275735945958207,-0.009412140892046367,0.04076529089467363,0.015226678756005335,-0.021189960899656003,-0.000549205737945993,-0.01594701558399586,-0.004757572066629356,-0.004975439297234555,0.01778536188359904,-0.01936982069137104,0.02315707087145888,-0.0227118722468857,blues
0.04136098805603006,-0.03502954631109063,-0.078239373244751,0.05680126435382503,0.008916763355937832,-0.04893985556718846,0.01896088771952061,0.10223806214684182,-0.045607047348221005,0.028879411235776517,0.09880408373776756,-0.03437042326817208,0.08532699556718801,0.041830147200524956,-0.037618542778296564,-0.002679695541645752,-0.0004417710568622446,0.011151119327080936,0.02017279815040958,-0.024115596040052686,-0.09020090418387375,-0.02306523169463536,0.01330244896251756,0.01549703588659087,-0.03855031434833891,0.03847675788723353,0.08482174673245937,0.02461147222427583,0.0167278118691543,-0.0687689186731805,0.025479154471058862,-0.02875061642237023,blues
-0.05725222908526767,0.01576088914608334,0.03349461556959124,0.008380920449360205,-0.005504296557718552,0.009411167622502341,-0.006730430801589908,0.013240075365446576,0.010905287475770582,-0.012667556760327077,-0.022098993189957686,0.037564047398855244,-0.030081572554102147,-0.013757913692413137,-0.015755036337633897,0.02213057881647655,-0.010479073725324181,-0.019274017777370277,0.01784164068849535,0.05750197910041342,-0.008854637735999236,0.02321769470520787,0.03228505159093436,-0.017780010113055193,-0.02649010168719729,0.0286787338454337,-0.0069489837874968235,-0.02578547757106002,-0.02040053202428818,0.02906662936140865,-0.03164511277786214,0.035322862072498865,blues
0.01449721291862785,0.00026355919620783537,-0.03351710168366796,0.06258323519250257,0.017434783010377736,-0.04757287825221821,-0.00845012008335531,-0.024386926477567326,0.05756700177351291,-0.011080683330196068,0.0037385562183176804,-0.028336814039854274,0.06575848317705188,0.016748805661869662,-0.0603019996630528,-0.007205867347059677,-0.07340696839709984,0.0029339152847387695,-0.01602675921397055,-0.022674813254996748,0.01504607752922848,0.02369654843211979,-0.07508230121842359,-0.051249944256307696,-0.002721900289147417,-0.05289526086387698,-0.008266568759435634,-0.006447889194584486,0.011850506528797447,-0.04226612860759013,0.04381184099908572,-0.025626534578659932,blues
-0.03922679935464152,0.0058958295278415075,0.0039006837229805663,0.012942545434287845,-0.015360749092195765,0.04547983184330052,-0.038865019937071726,0.023644057860457875,0.007807186639630877,0.048130494096393375,-0.0064732029726048135,0.017793923111935256,-0.021321590909815197,-0.049262951831110784,-0.015404084933383754,0.005864149408685834,0.016058006352717417,-0.0057941949967544835,0.06299319549893997,0.0328226792999243,-0.02623728114310797,-0.019361857736327533,0.05168262975187418,0.019386379246820955,0.0012117950087906296,0.023934515578161876,-0.023652459247295254,-0.01072362316621557,-0.07427243873032358,0.04745872373326371,-0.01309939840883137,0.01938988025782558,blues
-0.0063420932899545535,-0.037050000237245376,0.04051109382149771,-0.002518278060505235,0.03227183671277253,0.02063184995678012,-0.031906014031976,0.015133257605970965,0.04592724800716061,0.024639812626882772,-0.035184185615667975,-0.041413669196629616,-0.03246774074715707,0.05318909959665945,0.021701619513902592,-0.02125039507403001,0.015307433971212932,-0.01972971496987109,-0.04667613268501626,0.01845791856891263,-0.0073097221267292446,0.04874151609858098,0.023782343618573606,0.02249405164248402,0.021667174131100156,-0.0011052138354362279,0.05207051279228781,0.027119788475506543,0.01981629425169716,-0.05647748504388728,0.028547555145876036,-0.06454929714814184,blues
-0.045371647540045495,-0.0016422280840902685,0.006050806632592089,-0.04303209254696768,0.03308659948313574,-0.036452867442017464,-0.02276626258475032,-0.057411146725821385,0.00828249600566762,0.042102602039095716,0.03478948213524689,-0.038543599355537805,-0.01641606920023534,-0.024358550261677894,-0.038505902621000496,0.0037265807473288587,0.0012305835827881723,-0.03250161146171118,-0.021407482705839184,0.009504382440960274,0.012006865409791226,-0.020680466362519214,-0.029653817346403877,0.01955783837882196,-0.031751096275192896,0.02434019180443394,0.021223379967151238,0.0060456789161138225,0.012519553423348553,-0.0463609989289874,-0.03328651183340585,0.021833753287820334,blues
0.004957632994589206,0.00364659843617911,0.02027531598872024,0.028943689409563194,0.02487814360840745,0.013466577163466463,0.01257687054163548,-0.00022025702535849977,-0.007318341825914062,0.015340389625360367,-0.00916286583659498,0.010014249877402182,0.042551268372097245,-0.028649339942057456,-0.05104408944370485,-0.014049051082358877,0.009001221887354603,0.012293282167766064,-0.0034485554195736318,0.04344644451116309,-0.014069977640142612,0.009900235817372198,-0.0016525783773355673,-0.03233628624619521,-0.010633367083584847,0.03363495656492419,-0.009724009359074096,0.012281420546710553,-0.04629508370406393,0.05189250576444623,0.006711986880578599,0.05047664585260842,blues
0.03362622241824201,-0.0497352224657184,-0.041995966777471194,0.03489646584634991,-0.01773290608318695,0.02877924352139121,0.007023753813714211,-0.03994195072881018,-0.030217439387046127,0.010849586641127656,-0.01849790185440541,-0.004140585575905534,-0.001337744006548236,0.028363089606341693,0.006308532585932808,-0.00429064898213373,-0.01977250490466132,0.03693363934982062,0.03942842238266486,0.005687342685093341,-0.06550695956962932,-0.01878848584460371,-0.056536994997991155,-0.002431033976330113,-0.029587082120844842,-0.015275490110798692,0.004695586216650081,-0.019301440760021146,-0.0428726063343947,0.030392244616575442,0.07045944291951087,-0.016009482926349794,blues
0.0014020138134674676,0.08795431765256938,-0.06509139940936212,0.01714040011177168,0.02790362028796303,0.013877042057545702,-0.03175660087567768,-0.023067229463358475,0.008552974237002325,-0.03633517164488854,0.005885224827661982,-0.07193758337585315,0.06135992821791225,0.034138777756171204,0.023122928919693926,-0.0615549428315299,-0.10825721516412593,-0.059507719904680206,-0.023845174665412958,0.049709216084637776,-0.09250422184589109,-0.005081273779246116,-0.05215956566720685,0.03080172572323265,-0.0316507506949023,0.01692824793281461,-0.13893742275547977,0.08768917904188035,-0.002151129558881401,0.008976289781707725,0.006111570939492925,0.04194602749094695,blues
0.09941409146359215,-0.024506701086573438,-0.0324125805520825,-0.011403475971641383,0.05895435191776021,-0.004590152608638031,0.003299808044263223,-0.02556618963407475,0.010249685893733394,0.07290377157393628,0.06542085163870581,0.007367384964714591,0.01308394275557953,0.002622505997126698,0.05559669651337793,0.00889921156883633,-0.019807712041318364,-0.02427591494197493,0.04223297812947983,-0.015189954668596503,-0.030822771308938075,-0.06354310183954527,-0.08430720249847921,0.05548687153145806,0.05133298601571918,0.005502674569577301,-0.04128524691893773,0.07445646374562402,0.006865913234832252,0.03228740006405188,0.018375635076728375,-0.045223012067901136,blues
-0.024684060450635648,0.017782659091886272,-0.05064933142557783,0.0005306626682586996,0.04648222190898016,-0.05953609208933554,-0.02376480310419299,0.0731198526433862,0.010607527727889421,-0.04481798019666029,0.0160130403795408,0.03497656589781589,-0.008206680708553543,-0.00017614214504597936,-0.05899443474629705,0.032378053569854334,0.08433917701973895,0.01706993423514634,-0.038362835974347545,0.007293604249817454,0.022517799844875307,-0.08019757965422575,-0.00443056956502276,-0.03932620184420029,-0.0190689136144555,0.027678215373414763,-0.01914591393007769,-0.04317113298821554,0.0046345841199225,0.02270155541022452,-0.04917713745905678,-0.024478446841976725,blues
0.07529007711734528,0.023009634281790824,0.0007312096887811467,0.05473022004325864,-0.008847613439949975,-0.025037510995599054,0.050055391971855365,-0.0016457371315601876,0.04953680786999108,0.015459882416766293,-0.0020039788179917126,-0.01368739868874233,0.06143536473068384,-0.011541495401280286,-0.0030490405606121776,-0.05367851064443965,-0.030250538685828353,-0.007192767204292988,-0.009447207054538845,0.027244419636717587,0.006881826375248902,0.03283053291968425,-0.028372268579988702,-0.06005057853469377,-0.006800900006056473,-0.00971460690585113,0.02390862970795297,0.020941623482567742,0.06034483834517761,-0.015970314402011562,0.07308822958658007,-0.03469989153870806,blues
-0.023344486034517914,0.013886607781244035,0.026072372213627328,0.0016745131041775371,0.04451729365219569,0.01919371658396767,-0.0223702028094279,0.08197846146070265,0.016054065307866176,-0.014143391878909438,0.053545250196543846,0.003584140963737603,-0.04614361815632369,-0.021285654964663253,-0.018168973944298,-0.033938624685078356,-0.04066566755984675,-0.008841944183594675,-0.025736652995791934,-0.017571950385608895,-0.020907575523347086,-0.006164470618920424,0.010329565637528987,-0.016304175858617584,-0.024610292470764586,-0.028398806463020634,0.003760684092438453,-0.0031557373161018587,0.012230598366225628,0.021337369255488126,-0.012990330131223679,0.017154576080297315,blues
-0.08113699255509248,-0.006465604991252135,0.04697755786569196,0.01270897055468288,-0.016350333399869584,0.039253297788463815,-0.001445337173802446,0.05323784733598723,-0.0214963479201674,0.007987061436287747,-0.0361392094552008,0.05765946985923464,-0.05148670735758347,-0.028303522218840638,-0.03255638424691177,0.010992720682111573,0.029398381343596663,-0.033652035028795615,0.03301443110269438,0.04393083927413975,-0.029687472329860284,0.008862964539340455,0.02029096886607712,-0.01200569035232598,0.020766618377645978,0.0035580362605608096,0.013715292746790356,-0.0167475167974198,-0.0013242132866173179,0.009514753504968526,-0.008662275577843548,0.015692622440540843,blues
-0.031414936343668654,0.015250717455317597,0.027756529825769507,-0.00581580653950441,-0.040954610246019776,0.013389869449724954,-0.02927309312115948,0.0021946821306072454,0.010633606523289936,0.006445053402558832,-0.005700451827007506,0.025009255362119218,0.017565973285822684,-0.013462565215985156,-0.1082434268367406,0.06324552881526321,-0.0035239751186381257,0.00866942049626369,-0.009882167947325715,-0.018731521366119178,0.030485066255175185,-0.023006508205347467,-0.024777113807485818,-0.029912978731595843,0.007679496644340152,-0.044371255875170004,-0.081421846782034,-0.03150087824199482,0.06299948940287649,-0.03703188609130889,0.07572434438621689,0.04315350978238511,blues
