Method,silhouette_score,calinski_harabasz_index,davies_bouldin_index,adjusted_rand_index,Improvement_%
VAE + K-Means,0.39146521678003876,760.5422912037343,1.3777254277908735,0.011565136467038523,0.0
PCA + K-Means,0.18390445918288742,360.394060265881,2.1891568683058584,0.01671916848883654,112.8633631394106
