0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.023356684,0.5442398,0.0028564588,-0.31526473,-0.015983585,-0.7505058,0.009032161,0.009776113,0.016335567,0.0018224437,0.0049998723,-0.00010412373,0.015168047,0.015056796,-0.19275495,0.016066505,0.009685529,-0.015388632,-0.019970214,-0.004379125,0.01654276,0.2404885,0.13801941,0.0068505695,0.018820869,-0.001156901,-0.013857979,0.00869789,-0.008772075,-0.0015629875,0.019457236,0.012044394
-0.00023451657,-0.59756,-0.0030418425,-1.4020096,-0.039848585,0.351169,-0.017399346,0.027907453,0.040204845,0.004302567,0.015505968,0.024297781,-0.035164993,0.010000135,-0.6689681,0.034300976,-0.0035702093,-0.0007860586,0.0003162697,0.012668226,0.032988798,0.32617792,0.64641184,0.0072631678,-0.007321162,0.03127886,-0.01645506,8.850265e-05,0.0046444386,0.0023278538,0.028899074,0.016801715
0.007099609,0.4870239,-0.016487855,-0.35792226,-0.025584392,-0.66393924,0.030305114,-0.011989644,0.0011180304,-0.0076796417,0.0045524873,0.013657071,0.013877505,-0.010924765,0.71529573,0.0025430825,0.012096314,-0.008252332,-0.017425854,0.00037769717,0.01975732,0.5675044,-0.46096563,-0.009519007,0.01905542,-0.000910582,-0.008169662,-0.009071906,-0.007881807,-0.003525191,0.006919164,-0.007557096
0.020102132,-0.4311332,-0.019798407,-0.7904007,-0.033996835,-1.1505331,0.037516832,0.026101088,0.02761527,-0.0049913065,0.013570771,0.016806252,-0.010618042,0.0019987596,-0.36955374,0.009970074,-0.0017725094,0.0067571774,0.005880773,0.006633346,0.04380549,0.5471443,-0.17275044,-0.008188261,0.01216815,0.017407987,-0.017079249,-0.00019223895,-0.0032746643,0.008925758,0.024965819,-0.0052299965
-0.013320214,-0.63726074,0.0005591933,0.1400319,-0.0035840538,0.028376386,0.013754166,0.0028281435,-0.017306447,-7.683411e-05,-0.014440045,0.009600523,-0.025313023,-0.016688144,1.4159702,0.0017871056,0.0052778814,0.0067524016,0.008146834,0.015837548,-0.007674333,-0.30639377,-0.3804306,0.00089026056,-0.0060911123,-0.0055141076,0.0013889407,-0.018146567,0.010709766,0.03337109,-0.03247644,-0.0076682568
-0.021499772,-2.1103513,-0.0012668092,-1.4328605,-0.04085116,0.11930606,0.00670995,0.037063718,-0.035695076,0.006503211,-0.05633899,0.004403562,-0.012879994,-0.0044469545,1.4873613,0.016557317,-0.019613756,0.022795428,0.027467031,0.059890646,0.0069631753,-1.1828904,-0.12324804,-0.080839254,-0.031599127,-0.00524869,-0.03721524,-0.0187749,0.0073577017,0.030334502,-0.039250173,-0.019469958
-0.07409923,-3.0459332,0.0044340217,-1.0386299,-0.032385387,-0.31856525,0.022208903,0.009639027,-0.03250624,0.024650142,-0.04552889,0.014075878,-0.061276168,-0.09130151,1.8600432,0.0097741345,-0.07090624,0.05298499,0.031742036,0.062007982,0.021569299,-0.29209846,-1.824708,-0.1251742,-0.03672395,-0.00078925304,-0.034552082,-0.06547203,-0.012058601,0.04185034,-0.06867404,-0.051560804
-0.06812891,-1.956063,-0.004705561,-0.819476,-0.03834788,0.19485655,0.007473442,-0.0006217081,-0.023933824,0.01502092,-0.026039496,0.007522504,-0.040041126,-0.05583209,1.6960366,0.004069485,-0.032078825,0.025314137,0.016647328,0.041134108,0.00788087,0.045569688,-1.0878506,-0.07055058,-0.027193723,-0.003110514,-0.018682897,-0.046569023,0.0032190718,0.028280854,-0.050287306,-0.03706318
0.021080172,0.7516542,-0.0017523458,-0.8314021,-0.024414115,-0.8313788,0.013078329,0.0100937085,0.021757714,0.0027535441,0.010594815,0.0012729261,0.017081391,0.009545025,-0.007844381,0.021157686,0.013086494,-0.015818218,-0.029224968,-0.0059084604,0.023412991,0.33211365,0.09296367,-0.005029224,0.016472658,0.0067611374,-0.013589304,0.0045498107,-0.02097281,-0.0073970547,0.030051138,0.010440408
0.003677552,-1.0837574,-0.004785687,-0.2559108,-0.029009415,0.28122848,-0.0106076095,0.018477444,0.011959376,-0.0016164286,-0.010247793,0.006187829,-0.011136352,-0.01730776,-0.03819903,-0.009456333,-0.046260506,0.0044356138,0.015207656,0.005652068,-0.00061967183,-0.4819611,-0.7123132,-0.0035780873,0.008793002,0.010929985,0.0013604317,-0.008755999,0.0044383816,0.014418977,-0.01792551,-0.01250026
-0.006430705,-1.1828779,-0.01624312,-0.5041284,-0.023728486,-0.6631879,0.028446678,0.02354238,0.019570807,0.012383789,-0.0068994514,0.0133307325,-0.021748751,-0.04089407,0.34608126,-0.0039646346,-0.05442378,0.029461563,0.009785701,0.0050747385,0.035103336,-0.20013186,-1.2806934,-0.046127647,0.010332262,0.01377252,-0.006889213,-0.019264985,-0.015181764,0.011767423,-0.005472036,-0.021214545
-0.0034750754,-1.3721763,0.00045268657,-0.6336774,-0.03573074,-0.093727425,0.0025767218,0.020416781,0.00073205726,0.0012683116,-0.011570513,0.0048953136,-0.0432259,0.0034929907,0.25774223,0.03205192,-0.0067211143,0.017761968,0.022978447,0.018891674,0.01066111,-0.018945023,0.6262108,-0.0005755536,-0.015107604,0.018136319,-0.007936318,0.00051869825,0.020059396,0.0302626,-0.008824924,4.40944e-05
-0.015012084,-1.043382,-0.0075050783,0.62777555,-0.017952228,-0.110321686,0.010079617,0.006024845,-0.0124867605,-0.017164428,-0.0038339086,0.004437683,-0.017013878,-0.030923659,0.18009606,-0.032569166,-0.02463695,0.0076184217,0.012038011,0.0022928014,-0.002713121,0.34370115,-1.1135482,-0.0075508375,0.004684845,0.008668103,0.007857317,-0.026120033,0.010508608,0.01811618,-0.028546954,-0.026224421
0.006960707,-0.33944467,-0.0017992402,0.9510336,0.0019237159,0.23808601,0.005753602,0.018021427,0.00037543336,-0.00872704,-0.0049363794,-0.0060009584,-0.009836389,0.0038454307,-0.70618385,-0.0016947631,0.0033821305,0.00095097907,-0.004640093,-0.011578105,0.00093923346,0.25898585,-0.16693774,0.021429911,0.0048163068,0.013865547,0.0014862274,0.00794486,0.019483369,0.017459814,-0.002341099,0.005940222
-0.007778962,-1.3977724,-0.01000271,-0.073447086,-0.0135507705,0.014361426,0.0028165774,0.026386043,0.04615029,0.028008118,0.01038577,0.0064486894,-0.044624075,-0.020033635,-1.8710424,0.013552015,-0.031723417,0.012286938,0.024295148,0.0024174398,0.029091027,0.4837847,-0.24457017,0.017032113,0.016686577,0.023071356,-0.013328498,-0.0037321677,0.017451126,0.0031866748,0.001983242,-0.022125622
0.0002624488,-1.2071081,-0.006117036,0.58861053,-0.013216912,0.0364732,0.0015567616,0.016773602,0.011264209,-0.003287747,-0.0045834207,-0.0029992769,-0.02514204,-0.021136148,-0.79713446,-0.010888383,-0.02438541,0.0078832805,0.013792966,0.006632059,-0.0010399082,0.15044981,-0.6085438,0.008670463,0.007226091,0.025147267,0.003324408,-0.00012894999,0.02299349,0.01995688,-0.014358489,-0.020647606
0.006267475,-0.8640821,-0.0013234685,-0.017092675,-0.02039672,0.178562,-0.0071348716,0.022513136,0.038992494,0.011927271,0.0049434025,0.011595015,-0.02450097,-0.0033342885,-1.2224706,0.005093744,-0.02631528,-0.0033761673,0.011251021,-0.004778903,0.020653946,0.077928185,-0.13170898,0.024315633,0.01610688,0.016295593,-0.00044089206,0.00013923459,0.014998313,0.006812853,0.002269391,-0.0030556992
-0.006266703,-1.0671768,-0.015815262,0.16578586,-0.017895272,-0.39305013,0.015427319,0.018990904,0.012581399,0.003856826,0.0072064884,0.0023436113,-0.016020862,-0.013480197,-0.86367905,0.000524465,-0.025306363,0.012115318,0.01135999,0.008313733,0.016431065,0.46221766,-0.4665271,-0.0026089298,0.013505684,0.01497327,-0.010350322,-0.005089742,0.008844208,0.00751123,0.002521105,-0.020394474
0.033021905,-0.72305644,0.024833078,1.1699158,0.016406275,0.7714689,-0.011157107,0.018490313,0.04341729,0.008100304,-0.016143734,-0.0045197597,-0.055568058,-0.007336852,-1.6578206,0.0036148317,-0.0070253313,-0.0104173515,0.0032805651,-0.027429454,0.005953523,-0.5447109,0.382203,0.061346952,-0.009870679,0.018034626,0.022012977,0.01795871,0.044736195,0.037209578,-0.0020643622,0.0035598706
-0.023539519,-1.3770971,-0.015083831,0.23835999,-0.028967533,-0.013329223,0.0062680673,0.0051123328,-0.00380521,0.00070241024,0.005365011,0.0031424584,-0.016474612,-0.033123422,-0.5852544,-0.015911032,-0.04001271,0.01458899,0.018114388,0.007228839,0.00016281591,0.55652094,-1.0409005,-0.012880615,0.010602489,0.014447881,-0.013485169,-0.012781249,0.017937198,0.0048014866,-0.013695525,-0.03138022
0.005260865,-0.15239036,0.0023606997,0.59428227,-0.008358877,-0.3463847,0.013139417,0.012458118,0.0011041388,-0.007441561,-0.0016505579,-0.0028093029,-0.009930982,0.017738696,-0.5156647,0.011141824,0.01779319,-0.009884974,-0.010583524,-0.00044331886,0.013669528,0.57916725,0.2857814,0.018523272,0.008246565,0.00051616086,-0.0081501175,0.00020730123,0.0116294995,0.014814216,-0.002205886,0.009736684
-0.004211843,-1.3860862,-0.0053524165,0.5376936,-0.0072052847,0.2664497,0.0015942827,0.024676904,0.03891798,0.019087562,-0.004646992,-0.00059595285,-0.05506338,-0.02349623,-1.8550615,0.0019369386,-0.01887716,0.0023352765,0.012414176,0.002142018,0.016549015,0.34208134,-0.3286467,0.018018045,0.01045182,0.03174239,0.0031017559,-0.005592291,0.025422912,0.011283361,-0.0036984961,-0.024471527
0.002437903,-1.4489433,-0.0067361197,0.3733924,-0.015553904,0.32674056,-0.007481033,0.017312467,0.036708683,0.017153861,0.0003014027,0.0015114783,-0.04493983,-0.028854493,-1.6183627,-0.005196262,-0.039859533,0.0072651245,0.024030615,-0.00643113,0.0063252156,0.033127084,-0.71516675,0.02202031,0.018951394,0.021518158,0.0036393092,0.0015583476,0.025960468,0.017505664,-0.01166839,-0.030384736
-0.010519329,-0.9445493,-0.015064795,0.87234837,-0.017888466,-0.29168713,0.021642137,0.014541989,0.003301301,-0.0015341509,-0.005784541,-0.012445267,-0.01247688,-0.022195,-0.890169,-0.026267413,-0.012783516,-0.0057148766,0.0073744133,0.0025347865,0.00071325735,0.5155951,-1.1079315,-0.01021635,0.018899452,0.014800237,-0.009147831,-0.0020854129,0.016350914,0.0070724664,-0.0077655,-0.029338824
-0.028725522,-1.4746375,-0.023691567,0.18267453,-0.029372487,-0.60895705,0.026663799,0.015340897,0.00095491065,0.0048165643,0.008636519,-0.00033328915,-0.022439172,-0.041011553,-0.7354714,-0.02002355,-0.040705226,0.016211076,0.019947257,0.009328424,0.021556161,0.8774719,-1.1597103,-0.028638098,0.01725809,0.010263143,-0.012725749,-0.022185758,0.003786154,-0.0018329127,-0.0010348558,-0.043296315
